Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,target
2.4779148658211825,-0.8568878904959009,-0.847143931595683,-0.916764389961628,-0.6204483246126329,0.8631542435217113,-1.2176700422149114,-0.27973311313256866,2.6454076268682774
2.4779148658211825,-0.8568878904959009,-0.847143931595683,-0.916764389961628,-0.6204483246126329,1.0561641947097453,-1.2176700422149114,-0.27973311313256866,1.5614214829362267
0.49142531024224967,0.795526491434261,-0.847143931595683,2.1754612507002387,-1.0391428148578055,-0.5265174050321336,-2.2409170881234552,3.553065687407453,0.2666269839411476
0.49142531024224967,0.795526491434261,-0.847143931595683,2.1754612507002387,-1.0391428148578055,-0.5265174050321336,-2.2409170881234552,5.057676786792999,0.31334019898352294
-0.7904587933337461,0.678407998399211,-0.847143931595683,0.48879271943012964,-1.0391428148578055,0.0705267106428513,0.6478840231915198,4.978486728930601,0.5079785949934216
-0.14520869190714328,0.4650436150482286,-0.847143931595683,2.1754612507002387,-1.0391428148578055,-0.5265174050321336,-1.29254177728139,0.7022236043611558,0.6714748476417366
0.9461638832061018,0.24472169745754035,-0.847143931595683,2.1754612507002387,-1.0391428148578055,-0.5265174050321336,-2.2409170881234552,5.057676786792999,0.4720453526531329
0.9461638832061018,0.24472169745754035,-0.847143931595683,2.1754612507002387,-1.0391428148578055,-0.5265174050321336,-2.2409170881234552,-0.27973311313256866,0.03785200770797446
-0.14520869190714328,0.4650436150482286,-0.847143931595683,2.1754612507002387,-1.0391428148578055,-0.5265174050321336,-1.29254177728139,-0.27973311313256866,0.600806137705835
1.855641029133806,-0.8568878904959009,-0.847143931595683,2.1754612507002387,-1.0391428148578055,-0.5265174050321336,-2.2409170881234552,-0.27973311313256866,0.2079360214520087
-0.7904587933337461,0.678407998399211,-0.847143931595683,0.48879271943012964,-1.0391428148578055,0.0705267106428513,0.6478840231915198,0.7022236043611558,0.13487176202675452
-0.7904587933337461,0.678407998399211,-0.847143931595683,0.48879271943012964,-1.0391428148578055,0.0705267106428513,0.6478840231915198,-0.27973311313256866,-0.4670100471730858
