weekday,mnth,weathersit,atemp,season,hum,workingday,yr,temp,hr,target
1.493890838990214,-1.6104379197073315,-0.6651928506235502,-1.093280604314636,-1.3566342995906775,0.9473724999661596,-1.4668999385830706,-1.005134303558338,-1.3346475857785418,-1.670003982455765,-0.9563392388067546
1.493890838990214,-1.6104379197073315,-0.6651928506235502,-1.1817322671308337,-1.3566342995906775,0.8955386933154696,-1.4668999385830706,-1.005134303558338,-1.4385163971262496,-1.5253742192558073,-0.8240220868157567
1.493890838990214,-1.6104379197073315,-0.6651928506235502,-1.1817322671308337,-1.3566342995906775,0.8955386933154696,-1.4668999385830706,-1.005134303558338,-1.4385163971262496,-1.3807444560558495,-0.8681278041460894
1.493890838990214,-1.6104379197073315,-0.6651928506235502,-1.093280604314636,-1.3566342995906775,0.6363696600620191,-1.4668999385830706,-1.005134303558338,-1.3346475857785418,-1.2361146928558917,-0.9728788828056292
1.493890838990214,-1.6104379197073315,-0.6651928506235502,-1.093280604314636,-1.3566342995906775,0.6363696600620191,-1.4668999385830706,-1.005134303558338,-1.3346475857785418,-1.0914849296559337,-1.0390374588011282
1.493890838990214,-1.6104379197073315,0.8989238522565307,-1.2696020111127138,-1.3566342995906775,0.6363696600620191,-1.4668999385830706,-1.005134303558338,-1.3346475857785418,-0.946855166455976,-1.0390374588011282
1.493890838990214,-1.6104379197073315,-0.6651928506235502,-1.1817322671308337,-1.3566342995906775,0.8955386933154696,-1.4668999385830706,-1.005134303558338,-1.4385163971262496,-0.8022254032560181,-1.033524244134837
1.493890838990214,-1.6104379197073315,-0.6651928506235502,-1.2696020111127138,-1.3566342995906775,1.2065415332196097,-1.4668999385830706,-1.005134303558338,-1.542385208473957,-0.6575956400560602,-1.0280110294685452
1.493890838990214,-1.6104379197073315,-0.6651928506235502,-1.093280604314636,-1.3566342995906775,0.6363696600620191,-1.4668999385830706,-1.005134303558338,-1.3346475857785418,-0.5129658768561024,-1.0004449561370872
1.493890838990214,-1.6104379197073315,-0.6651928506235502,-0.7406377907184809,-1.3566342995906775,0.6882034667127092,-1.4668999385830706,-1.005134303558338,-0.9191723403877108,-0.3683361136561445,-0.9673656681393378
1.493890838990214,-1.6104379197073315,-0.6651928506235502,-0.476446639938523,-1.3566342995906775,0.6882034667127092,-1.4668999385830706,-1.005134303558338,-0.6075659063445873,-0.2237063504561866,-0.846074945480923
1.493890838990214,-1.6104379197073315,-0.6651928506235502,-0.8290894535346782,-1.3566342995906775,0.9473724999661596,-1.4668999385830706,-1.005134303558338,-0.7114347176922952,-0.0790765872562288,-0.7358106521550914
1.493890838990214,-1.6104379197073315,-0.6651928506235502,-0.300125233140445,-1.3566342995906775,0.7400372733633993,-1.4668999385830706,-1.005134303558338,-0.3998282836491717,0.065553175943729,-0.5814406414989273
1.493890838990214,-1.6104379197073315,0.8989238522565307,-0.1238038263423673,-1.3566342995906775,0.4808682401099487,-1.4668999385830706,-1.005134303558338,-0.1920906609537559,0.2101829391436868,-0.5263084948360115
1.493890838990214,-1.6104379197073315,0.8989238522565307,-0.1238038263423673,-1.3566342995906775,0.4808682401099487,-1.4668999385830706,-1.005134303558338,-0.1920906609537559,0.3548127023436447,-0.4601499188405125
1.493890838990214,-1.6104379197073315,0.8989238522565307,-0.2116735703242477,-1.3566342995906775,0.7400372733633993,-1.4668999385830706,-1.005134303558338,-0.2959594723014638,0.4994424655436025,-0.4380970601753462
1.493890838990214,-1.6104379197073315,0.8989238522565307,-0.300125233140445,-1.3566342995906775,0.9992063066168492,-1.4668999385830706,-1.005134303558338,-0.3998282836491717,0.6440722287435604,-0.531821709502303
1.493890838990214,-1.6104379197073315,0.8989238522565307,-0.2116735703242477,-1.3566342995906775,0.9992063066168492,-1.4668999385830706,-1.005134303558338,-0.2959594723014638,0.7887019919435182,-0.6751652908258841
1.493890838990214,-1.6104379197073315,2.4630405551366117,-0.300125233140445,-1.3566342995906775,1.31020914652099,-1.4668999385830706,-1.005134303558338,-0.3998282836491717,0.933331755143476,-0.8515881601472146
1.493890838990214,-1.6104379197073315,2.4630405551366117,-0.300125233140445,-1.3566342995906775,1.31020914652099,-1.4668999385830706,-1.005134303558338,-0.3998282836491717,1.077961518343434,-0.8405617308146315
1.493890838990214,-1.6104379197073315,0.8989238522565307,-0.3879949771223253,-1.3566342995906775,1.2583753398703,-1.4668999385830706,-1.005134303558338,-0.5036970949968793,1.2225912815433917,-0.846074945480923
1.493890838990214,-1.6104379197073315,0.8989238522565307,-0.3879949771223253,-1.3566342995906775,1.2583753398703,-1.4668999385830706,-1.005134303558338,-0.5036970949968793,1.3672210447433495,-0.8571013748135062
1.493890838990214,-1.6104379197073315,0.8989238522565307,-0.3879949771223253,-1.3566342995906775,1.62121198642513,-1.4668999385830706,-1.005134303558338,-0.5036970949968793,1.5118508079433075,-0.8901806628112556
1.493890838990214,-1.6104379197073315,0.8989238522565307,-0.1238038263423673,-1.3566342995906775,1.31020914652099,-1.4668999385830706,-1.005134303558338,-0.1920906609537559,1.6564805711432653,-0.8295353014820482
-1.4975629536636674,-1.6104379197073315,0.8989238522565307,-0.1238038263423673,-1.3566342995906775,1.31020914652099,-1.4668999385830706,-1.005134303558338,-0.1920906609537559,-1.670003982455765,-0.950826024140463
-1.4975629536636674,-1.6104379197073315,0.8989238522565307,-0.2116735703242477,-1.3566342995906775,1.62121198642513,-1.4668999385830706,-1.005134303558338,-0.2959594723014638,-1.5253742192558073,-0.950826024140463
-1.4975629536636674,-1.6104379197073315,0.8989238522565307,-0.300125233140445,-1.3566342995906775,1.9322148263292709,-1.4668999385830706,-1.005134303558338,-0.3998282836491717,-1.3807444560558495,-0.9949317414707955
-1.4975629536636674,-1.6104379197073315,0.8989238522565307,-0.1238038263423673,-1.3566342995906775,1.62121198642513,-1.4668999385830706,-1.005134303558338,-0.1920906609537559,-1.2361146928558917,-1.0114713854696704
-1.4975629536636674,-1.6104379197073315,0.8989238522565307,-0.1238038263423673,-1.3566342995906775,1.62121198642513,-1.4668999385830706,-1.005134303558338,-0.1920906609537559,-1.0914849296559337,-1.0280110294685452
-1.4975629536636674,-1.6104379197073315,2.4630405551366117,-0.300125233140445,-1.3566342995906775,0.7400372733633993,-1.4668999385830706,-1.005134303558338,-0.3998282836491717,-0.8022254032560181,-1.033524244134837
-1.4975629536636674,-1.6104379197073315,0.8989238522565307,-0.3879949771223253,-1.3566342995906775,0.6882034667127092,-1.4668999385830706,-1.005134303558338,-0.5036970949968793,-0.6575956400560602,-1.0390374588011282
-1.4975629536636674,-1.6104379197073315,2.4630405551366117,-0.3879949771223253,-1.3566342995906775,0.4290344334592586,-1.4668999385830706,-1.005134303558338,-0.5036970949968793,-0.5129658768561024,-1.0004449561370872
-1.4975629536636674,-1.6104379197073315,0.8989238522565307,-0.476446639938523,-1.3566342995906775,0.6882034667127092,-1.4668999385830706,-1.005134303558338,-0.6075659063445873,-0.3683361136561445,-0.9342863801415884
-1.4975629536636674,-1.6104379197073315,0.8989238522565307,-0.7406377907184809,-1.3566342995906775,0.9473724999661596,-1.4668999385830706,-1.005134303558338,-0.7114347176922952,-0.2237063504561866,-0.7523502961539662
-1.4975629536636674,-1.6104379197073315,0.8989238522565307,-0.8290894535346782,-1.3566342995906775,0.4290344334592586,-1.4668999385830706,-1.005134303558338,-0.7114347176922952,-0.0790765872562288,-0.6586256468270093
-1.4975629536636674,-1.6104379197073315,0.8989238522565307,-0.8290894535346782,-1.3566342995906775,0.1698654002058086,-1.4668999385830706,-1.005134303558338,-0.7114347176922952,0.065553175943729,-0.531821709502303
-1.4975629536636674,-1.6104379197073315,0.8989238522565307,-0.7406377907184809,-1.3566342995906775,0.1698654002058086,-1.4668999385830706,-1.005134303558338,-0.7114347176922952,0.2101829391436868,-0.6310595734955514
-1.4975629536636674,-1.6104379197073315,2.4630405551366117,-0.7406377907184809,-1.3566342995906775,0.6882034667127092,-1.4668999385830706,-1.005134303558338,-0.7114347176922952,0.3548127023436447,-0.7192710081562167
-1.4975629536636674,-1.6104379197073315,2.4630405551366117,-0.8290894535346782,-1.3566342995906775,0.9473724999661596,-1.4668999385830706,-1.005134303558338,-0.8153035290400027,0.4994424655436025,-0.636572788161843
-1.4975629536636674,-1.6104379197073315,2.4630405551366117,-0.8290894535346782,-1.3566342995906775,0.4290344334592586,-1.4668999385830706,-1.005134303558338,-0.8153035290400027,0.6440722287435604,-0.6255463588292599
-1.4975629536636674,-1.6104379197073315,-0.6651928506235502,-0.8290894535346782,-1.3566342995906775,-0.2966388596504023,-1.4668999385830706,-1.005134303558338,-0.8153035290400027,0.7887019919435182,-0.6861917201584673
-1.4975629536636674,-1.6104379197073315,0.8989238522565307,-0.8290894535346782,-1.3566342995906775,-0.8668107328079927,-1.4668999385830706,-1.005134303558338,-0.7114347176922952,0.933331755143476,-0.7523502961539662
-1.4975629536636674,-1.6104379197073315,-0.6651928506235502,-1.093280604314636,-1.3566342995906775,-1.0741459594107532,-1.4668999385830706,-1.005134303558338,-0.9191723403877108,1.077961518343434,-0.8791542334786725
-1.4975629536636674,-1.6104379197073315,-0.6651928506235502,-1.1817322671308337,-1.3566342995906775,-1.229647379362823,-1.4668999385830706,-1.005134303558338,-1.0230411517354183,1.2225912815433917,-0.9232599508090052
-1.4975629536636674,-1.6104379197073315,-0.6651928506235502,-1.4459234179107914,-1.3566342995906775,-0.9704783461093728,-1.4668999385830706,-1.005134303558338,-1.230778774430834,1.3672210447433495,-0.8736410188123809
-1.4975629536636674,-1.6104379197073315,-0.6651928506235502,-1.5343750807269887,-1.3566342995906775,-0.9704783461093728,-1.4668999385830706,-1.005134303558338,-1.3346475857785418,1.5118508079433075,-0.9949317414707955
-1.4975629536636674,-1.6104379197073315,-0.6651928506235502,-1.4459234179107914,-1.3566342995906775,-0.8149769261573029,-1.4668999385830706,-1.005134303558338,-1.4385163971262496,1.6564805711432653,-1.0004449561370872
-0.9989873215546872,-1.6104379197073315,-0.6651928506235502,-1.622244824708869,-1.3566342995906775,-0.9704783461093728,0.681709756539996,-1.005134303558338,-1.4385163971262496,-1.670003982455765,-1.016984600135962
-0.9989873215546872,-1.6104379197073315,-0.6651928506235502,-1.798566231506947,-1.3566342995906775,-0.9704783461093728,0.681709756539996,-1.005134303558338,-1.542385208473957,-1.5253742192558073,-1.033524244134837
-0.9989873215546872,-1.6104379197073315,-0.6651928506235502,-1.974887638305025,-1.3566342995906775,-0.8149769261573029,0.681709756539996,-1.005134303558338,-1.7501228311693733,-1.0914849296559337,-1.0390374588011282
